ObjectID,GlobalID,Date and Time,Notes about area assessed:,Select shrub subspecies,Shrub height (cm),Shrub width 1 (cm),Shrub width 2 (cm),Number of green Rhopalomyia californica galls,Number of dried Rhopalomyia californica galls,distinct areas of Puccinia evadens,Number of Gnorimoschema baccharisella galls,Presence of Aceria baccharipha galls,other notes,CreationDate,Creator,EditDate,Editor,x,y
464,5aaa146b-8e93-4265-b37e-86b6e42a165f,5/8/2021 12:44:00 AM,Tiny shrub found growing in a thicket of dried out grasses and other flowers. Shrub growing on a slight downward slope. ,Baccharis pilularis ssp. pilularis,73,65,22,1,2,0,0,no,,5/8/2021 12:47:50 AM,j3swanso_UCSDOnline,5/8/2021 12:47:50 AM,j3swanso_UCSDOnline,-117.218846781288,32.8553732391753
465,f855b2f0-dcb1-422d-9bd8-d50d21c13d63,5/8/2021 12:49:00 AM,"Medium-sized shrub spotted growing through wooden fence. Shrub is on fairly even terrain and is growing on dirt with few plants growing next to it, mainly dried out grasses.",Baccharis pilularis ssp. pilularis,154,132,73,3,2,0,1,no,,5/8/2021 12:53:39 AM,j3swanso_UCSDOnline,5/8/2021 12:53:39 AM,j3swanso_UCSDOnline,-117.218568921198,32.8555005602845
466,80564ebd-8939-4d5b-9463-6dc1ad0b41af,5/8/2021 12:53:00 AM,"Small and wide shrub found growing right next to the hiking trail. Shrub is on mostly even terrain and has few plants growing right next to it, mainly dry grasses and weeds. ",Baccharis pilularis ssp. pilularis,111,95,51,5,3,0,0,yes,,5/8/2021 12:58:44 AM,j3swanso_UCSDOnline,5/8/2021 12:58:44 AM,j3swanso_UCSDOnline,-117.218616530408,32.8554175794431
467,8b74037a-ac1d-4673-9c61-7076ebb1fec8,5/8/2021 2:06:00 AM,Near giesel library ,Baccharis pilularis ssp. consanguinea,60,30,24,0,0,0,0,no,,5/8/2021 2:08:27 AM,jalpizar_UCSDOnline,5/8/2021 2:08:27 AM,jalpizar_UCSDOnline,-117.236111346077,32.8810935320064
468,854a2657-961b-4597-a00f-3f5072690d58,5/8/2021 2:08:00 AM,Giesel library ,Baccharis pilularis ssp. consanguinea,51,53,36,0,0,0,0,no,,5/8/2021 2:09:37 AM,jalpizar_UCSDOnline,5/8/2021 2:09:37 AM,jalpizar_UCSDOnline,-117.23621428449,32.8810684211733
469,4cc7afeb-3053-4a0c-91cf-9bee43a39f4f,5/8/2021 2:09:00 AM,Giesel library ,Baccharis pilularis ssp. consanguinea,32,19,30,0,0,0,0,no,,5/8/2021 2:10:49 AM,jalpizar_UCSDOnline,5/8/2021 2:10:49 AM,jalpizar_UCSDOnline,-117.236148653011,32.8811084805404
470,7a017235-9083-4c29-8443-531989a21196,5/8/2021 2:11:00 AM,Giesel ,Baccharis pilularis ssp. consanguinea,42,38,40,0,0,0,0,no,,5/8/2021 2:12:10 AM,jalpizar_UCSDOnline,5/8/2021 2:12:10 AM,jalpizar_UCSDOnline,-117.236177461274,32.8811535437061
471,78b3c35e-9a27-4bdb-a1b0-ae7a52737e76,5/8/2021 2:12:00 AM,Giesel ,Baccharis pilularis ssp. consanguinea,53,32,29,0,0,0,0,no,,5/8/2021 2:13:13 AM,jalpizar_UCSDOnline,5/8/2021 2:13:13 AM,jalpizar_UCSDOnline,-117.23623625692,32.881118148626
472,72ca11bf-fe98-4ff9-a95a-9a5e844bfb4b,5/8/2021 2:13:00 AM,Warren mall and giesel ,Baccharis pilularis ssp. consanguinea,39,41,29,0,0,0,0,no,,5/8/2021 2:14:36 AM,jalpizar_UCSDOnline,5/8/2021 2:14:36 AM,jalpizar_UCSDOnline,-117.236164059178,32.8811670546889
473,c5d1c21c-d75a-40df-a22e-d7d4d43c5252,5/8/2021 2:14:00 AM,Near giesel library ,Baccharis pilularis ssp. consanguinea,52,63,27,0,0,0,0,no,,5/8/2021 2:15:40 AM,jalpizar_UCSDOnline,5/8/2021 2:15:40 AM,jalpizar_UCSDOnline,-117.23624557084,32.8811423181978
474,dc5ad2d5-6184-46ff-aeff-a1de344661ee,5/8/2021 2:16:00 AM,Outside giesel ,Baccharis pilularis ssp. consanguinea,23,46,28,0,0,0,0,no,,5/8/2021 2:17:10 AM,jalpizar_UCSDOnline,5/8/2021 2:17:10 AM,jalpizar_UCSDOnline,-117.236247191298,32.8811181205271
475,24149016-5557-464b-8ec9-17809595f7d0,5/8/2021 2:17:00 AM,Giesel ,Baccharis pilularis ssp. consanguinea,70,91,113,0,0,0,0,no,,5/8/2021 2:18:49 AM,jalpizar_UCSDOnline,5/8/2021 2:18:49 AM,jalpizar_UCSDOnline,-117.236334713799,32.8811226626952
476,e2c30d5c-5de6-4d7e-881e-aae6663f5e14,5/8/2021 2:19:00 AM,Outside Giesel library ,Baccharis pilularis ssp. consanguinea,44,76,42,0,0,0,0,no,,5/8/2021 2:20:50 AM,jalpizar_UCSDOnline,5/8/2021 2:20:50 AM,jalpizar_UCSDOnline,-117.236305002215,32.8810854901606
477,4919a5fc-3479-406d-a8bf-f98b72da2fc6,5/8/2021 2:22:00 AM,Giesel ,Baccharis pilularis ssp. consanguinea,105,66,57,0,0,0,0,no,,5/8/2021 2:23:14 AM,jalpizar_UCSDOnline,5/8/2021 2:23:14 AM,jalpizar_UCSDOnline,-117.236763316212,32.881153595236
478,b9400dfd-f2d3-4ded-b157-d55b3bb0c989,5/8/2021 2:24:00 AM,Behind giesel ,Baccharis pilularis ssp. consanguinea,43,29,20,0,0,0,0,no,,5/8/2021 2:25:57 AM,jalpizar_UCSDOnline,5/8/2021 2:25:57 AM,jalpizar_UCSDOnline,-117.237203922842,32.8802534771515
479,db92a3a7-7142-4850-ad72-57c5fe44d1a1,5/8/2021 2:26:00 AM,Behind giesel ,Baccharis pilularis ssp. consanguinea,38,15,20,0,0,0,0,no,,5/8/2021 2:27:02 AM,jalpizar_UCSDOnline,5/8/2021 2:27:02 AM,jalpizar_UCSDOnline,-117.236976144268,32.8813000661658
480,4f72fb33-48d6-4a69-912e-6552165ad49a,5/8/2021 7:16:00 PM,Located in front of the Data science center in what seems to be a cultivated area ,Baccharis pilularis ssp. consanguinea,95,130,110,4,0,0,0,yes,,5/8/2021 7:17:55 PM,ncirrito_UCSDOnline,5/8/2021 7:17:55 PM,ncirrito_UCSDOnline,-117.238596584665,32.8848757696885
481,234940f3-e251-4923-80bb-9de3defbb818,5/8/2021 7:18:00 PM,Located in front of the Super computer center in a cultivated area ,Baccharis pilularis ssp. consanguinea,149,100,60,2,0,0,0,yes,,5/8/2021 7:19:54 PM,ncirrito_UCSDOnline,5/8/2021 7:19:54 PM,ncirrito_UCSDOnline,-117.238914262534,32.8846690999894
482,07e54f3e-c11d-4288-b0f3-a2f352dfccd7,5/8/2021 7:21:00 PM,Two brush next to each other in between RIMAC arena and the Super computer center in a cultivated area ,Baccharis pilularis ssp. consanguinea,155,170,140,27,7,0,0,no,,5/8/2021 7:23:36 PM,ncirrito_UCSDOnline,5/8/2021 7:23:36 PM,ncirrito_UCSDOnline,-117.238947905867,32.8847634377689
483,6f57e401-ac23-40c5-830c-60c56df3eebc,5/8/2021 7:23:00 PM,A much larger species next to a smaller one. Located between RIMAC arena and the super computer center ,Baccharis pilularis ssp. consanguinea,250,240,240,25,14,0,0,no,had to guesstimate size as it was very large,5/8/2021 7:26:35 PM,ncirrito_UCSDOnline,5/8/2021 7:26:35 PM,ncirrito_UCSDOnline,-117.238991456677,32.8847453192479
484,2acb47a4-2ec0-4885-a4fa-5feb7c9743de,5/12/2021 12:37:00 AM,"On a steep south-facing slope, hard-packed soil.",Baccharis pilularis ssp. consanguinea,46,35,37,7,1,0,0,no,,5/12/2021 12:41:31 AM,aburquiz_UCSDOnline,5/12/2021 12:41:31 AM,aburquiz_UCSDOnline,-117.228300954729,32.8554397577302
485,4bbaa9a5-12e7-4a4e-9eb9-cb80ae4acac9,5/12/2021 12:41:00 AM,"On a steep, south-facing slope on hard-packed soil.",Baccharis pilularis ssp. consanguinea,105,97,61,22,2,20,0,yes,,5/12/2021 12:45:54 AM,aburquiz_UCSDOnline,5/12/2021 12:45:54 AM,aburquiz_UCSDOnline,-117.22799982261,32.8552647377333
486,e9b12562-c47b-4f4e-8f2f-983da618a36e,5/12/2021 12:47:00 AM,On side of trail near other small bushes of coyotebrush.,Baccharis pilularis ssp. consanguinea,49,37,32,0,0,2,0,yes,,5/12/2021 12:49:26 AM,aburquiz_UCSDOnline,5/12/2021 12:49:26 AM,aburquiz_UCSDOnline,-117.228055406407,32.8550972719481
487,8910b28b-908c-48d1-90a6-def01992cf63,5/12/2021 12:50:00 AM,Off side of trail by other small coyotebrush.,Baccharis pilularis ssp. consanguinea,61,37,32,2,1,0,0,yes,,5/12/2021 12:53:05 AM,aburquiz_UCSDOnline,5/12/2021 12:53:05 AM,aburquiz_UCSDOnline,-117.228031956523,32.8550974324623
488,27ebbf22-896d-404d-984a-5be9ff445900,5/12/2021 12:54:00 AM,Off side of trail by other coyotebrush and lemonade berry.,Baccharis pilularis ssp. consanguinea,90,32,34,0,0,2,0,no,,5/12/2021 12:56:47 AM,aburquiz_UCSDOnline,5/12/2021 12:56:47 AM,aburquiz_UCSDOnline,-117.229593770694,32.8546241513373
489,09320561-8cfd-49fc-b220-09311bc1bb88,5/12/2021 12:58:00 AM,Off side of trail by dried-out bushes,Baccharis pilularis ssp. consanguinea,72,53,27,0,5,0,0,no,,5/12/2021 1:00:15 AM,aburquiz_UCSDOnline,5/12/2021 1:00:15 AM,aburquiz_UCSDOnline,-117.228481221321,32.8549632007834
490,090dacc7-e612-4269-9567-e4e42dd0b459,5/12/2021 1:02:00 AM,By large acacia bush.,Baccharis pilularis ssp. consanguinea,47,38,27,0,0,0,0,no,,5/12/2021 1:04:47 AM,aburquiz_UCSDOnline,5/12/2021 1:04:47 AM,aburquiz_UCSDOnline,-117.228550172763,32.8548949264741
491,0efb1658-20c1-498a-bcbe-041beb2a0f28,5/12/2021 1:05:00 AM,Under large acacia bush.,Baccharis pilularis ssp. consanguinea,33,23,14,0,1,1,0,no,,5/12/2021 1:06:55 AM,aburquiz_UCSDOnline,5/12/2021 1:06:55 AM,aburquiz_UCSDOnline,-117.228635248982,32.8549150350303
492,54a6765f-0d38-4057-8636-7b951dd28a3c,5/12/2021 12:37:00 AM,On south facing slope near some trees p,Baccharis pilularis ssp. consanguinea,60,66,43,0,1,1,0,no,,5/12/2021 3:18:24 AM,s1lippma_UCSDOnline,5/12/2021 3:18:24 AM,s1lippma_UCSDOnline,-117.227898901438,32.8551746299796
493,123a6b08-67ec-4cae-9e5c-037f574faba6,5/12/2021 12:41:00 AM,South facing slope near other coyote brush ,Baccharis pilularis ssp. consanguinea,42,31,20,6,1,0,0,no,,5/12/2021 3:18:25 AM,s1lippma_UCSDOnline,5/12/2021 3:18:25 AM,s1lippma_UCSDOnline,-117.228061761816,32.8552630171486
494,a919077b-6b4b-41c5-ad9e-a89b1a5ca44c,5/12/2021 12:47:00 AM,"In close proximity to two other brushes on side of trail, mustard growing.   ",Baccharis pilularis ssp. consanguinea,86,34,13,1,0,3,0,yes,,5/12/2021 3:18:27 AM,s1lippma_UCSDOnline,5/12/2021 3:18:27 AM,s1lippma_UCSDOnline,-117.228069640805,32.85509755838
495,8b4a5a8b-d26e-4afa-800a-b51b3fc49053,5/12/2021 12:50:00 AM,"Off side of trail near other bushes, lots of ants ",Baccharis pilularis ssp. consanguinea,52,25,20,1,3,0,0,no,,5/12/2021 3:18:28 AM,s1lippma_UCSDOnline,5/12/2021 3:18:28 AM,s1lippma_UCSDOnline,-117.228071987738,32.8550960496374
496,24eea6b8-5a7f-49ba-8604-8ff0fe5226fe,5/12/2021 12:54:00 AM,Off side of trail near other bushes ,Baccharis pilularis ssp. consanguinea,80,42,27,0,2,1,0,no,,5/12/2021 3:18:30 AM,s1lippma_UCSDOnline,5/12/2021 3:18:30 AM,s1lippma_UCSDOnline,-117.22838345926,32.8550429502808
497,6e3da1d4-bc45-4dd4-a63e-3aa36fe69590,5/12/2021 12:57:00 AM,Near some acacia plant off side of trail ,Baccharis pilularis ssp. consanguinea,105,81,52,0,1,7,0,no,,5/12/2021 3:18:32 AM,s1lippma_UCSDOnline,5/12/2021 3:18:32 AM,s1lippma_UCSDOnline,-117.229056131382,32.8552050118111
498,992292fb-c0cd-49d7-8646-fc77e3e5b345,5/12/2021 1:01:00 AM,Off side of trail near other dried brush,Baccharis pilularis ssp. consanguinea,37,36,27,0,1,0,0,no,,5/12/2021 3:18:33 AM,s1lippma_UCSDOnline,5/12/2021 3:18:33 AM,s1lippma_UCSDOnline,-117.228483371546,32.854909887568
499,2ba17b4f-2f29-4ee6-82e1-4c5b1ea4bd97,5/12/2021 1:05:00 AM,In a patch under acacia off side of trail,Baccharis pilularis ssp. consanguinea,57,42,31,0,5,6,0,no,,5/12/2021 3:18:34 AM,s1lippma_UCSDOnline,5/12/2021 3:18:34 AM,s1lippma_UCSDOnline,-117.228758884703,32.8548183990948
500,4977b48f-a531-496f-af52-ff65144b6a16,5/12/2021 9:53:00 PM,Along a dirt path by Geisel ,Baccharis pilularis ssp. consanguinea,89,151,94,9,4,0,0,yes,,5/12/2021 9:55:25 PM,mhibler_UCSDOnline,5/12/2021 9:55:25 PM,mhibler_UCSDOnline,-117.236318690812,32.8809000738271
501,9d2c756d-16ac-4ae7-ad02-ce3b89b5e025,5/12/2021 9:58:00 PM,Next to Geisel,Baccharis pilularis ssp. consanguinea,65,92,46,2,1,0,0,yes,,5/12/2021 9:59:29 PM,mhibler_UCSDOnline,5/12/2021 9:59:29 PM,mhibler_UCSDOnline,-117.236231854295,32.8810751717844
502,fe79ab7b-236f-4043-88fe-75eabd5942bd,5/12/2021 9:59:00 PM,Next to Geisel between two paths,Baccharis pilularis ssp. consanguinea,55,54,32,1,0,0,0,yes,,5/12/2021 10:01:02 PM,mhibler_UCSDOnline,5/12/2021 10:01:02 PM,mhibler_UCSDOnline,-117.236234033589,32.8810644429483
503,29fdc5a7-5aaf-4900-a89f-d8e88540046f,5/12/2021 10:01:00 PM,"Next to Geisel and two paths, one dirt and the other paved",Baccharis pilularis ssp. consanguinea,62,48,31,0,0,0,0,yes,,5/12/2021 10:02:35 PM,mhibler_UCSDOnline,5/12/2021 10:02:35 PM,mhibler_UCSDOnline,-117.236234033589,32.8810644429483
504,dfbd5dff-8a1a-42de-b33f-5b24f8b21e1e,5/12/2021 10:02:00 PM,Also next to Geisel between two paths.,Baccharis pilularis ssp. consanguinea,142,123,134,6,2,0,0,no,,5/12/2021 10:04:15 PM,mhibler_UCSDOnline,5/12/2021 10:04:15 PM,mhibler_UCSDOnline,-117.236251551767,32.881119176776
505,be8b53a0-bbd6-4b45-81df-b24bbca8e0ff,5/12/2021 10:04:00 PM,By Geisel along the snake path.,Baccharis pilularis ssp. consanguinea,152,147,145,5,1,4,0,no,,5/12/2021 10:06:36 PM,mhibler_UCSDOnline,5/12/2021 10:06:36 PM,mhibler_UCSDOnline,-117.236266555374,32.8811108786919
506,06ace990-8566-41d8-a5f1-4efd5b98474f,5/12/2021 10:07:00 PM,Next to Geisel along the snake path ,Baccharis pilularis ssp. consanguinea,152,150,150,3,4,0,0,no,"It was large and difficult to measure, there were galls but some leaves and branches looked odd.",5/12/2021 10:09:26 PM,mhibler_UCSDOnline,5/12/2021 10:09:26 PM,mhibler_UCSDOnline,-117.236234452685,32.8811151534625
507,44eace55-3652-48f2-bef1-772e07196d94,5/12/2021 10:10:00 PM,Along the snake path near cultivated plants.,Baccharis pilularis ssp. consanguinea,122,130,128,0,0,1,0,yes,,5/12/2021 10:12:16 PM,mhibler_UCSDOnline,5/12/2021 10:12:16 PM,mhibler_UCSDOnline,-117.236325312515,32.8811568534308
508,1f3b3f20-80ec-49eb-9f75-b34876c33d99,5/12/2021 10:12:00 PM,Along the snake path closer to where the landscaping ends.,Baccharis pilularis ssp. consanguinea,148,142,139,2,0,0,0,no,,5/12/2021 10:14:54 PM,mhibler_UCSDOnline,5/12/2021 10:14:54 PM,mhibler_UCSDOnline,-117.236317852621,32.8812109586158
509,f8680594-4045-4420-81a3-a1085de3bbd5,5/12/2021 10:15:00 PM,Next to a man made path with landscaped plants.,Baccharis pilularis ssp. consanguinea,148,156,150,4,2,0,0,no,Another large difficult to measure shrub ,5/12/2021 10:17:31 PM,mhibler_UCSDOnline,5/12/2021 10:17:31 PM,mhibler_UCSDOnline,-117.236239649465,32.8812853899159
510,c32abd02-bbfc-47c1-ab28-9125f0d231e6,5/12/2021 10:17:00 PM,Next to Geisel and landscaped and landscaped,Baccharis pilularis ssp. consanguinea,122,80,40,0,0,0,0,yes,This plant had lots of mite blisters.,5/12/2021 10:19:32 PM,mhibler_UCSDOnline,5/12/2021 10:19:32 PM,mhibler_UCSDOnline,-117.236220454906,32.8812712664091
511,c5c2ea82-9c31-4651-972f-c0b6f70af26d,5/12/2021 10:19:00 PM,"Next to a path by Geisel, some erosion here.",Baccharis pilularis ssp. consanguinea,30,18,11,3,0,0,0,no,,5/12/2021 10:21:21 PM,mhibler_UCSDOnline,5/12/2021 10:21:21 PM,mhibler_UCSDOnline,-117.236344590892,32.8813044587456
512,bec4c325-6eaa-431a-a935-1363bf61be17,5/12/2021 10:22:00 PM,Behind Geisel next to a paved path.,Baccharis pilularis ssp. consanguinea,78,65,59,0,0,0,14,yes,,5/12/2021 10:24:48 PM,mhibler_UCSDOnline,5/12/2021 10:24:48 PM,mhibler_UCSDOnline,-117.236476857324,32.8813698794999
513,048b4453-dcf5-4cdb-ba55-0c144d558d3b,5/12/2021 11:40:00 PM,"Next to trail, near reserve ",Baccharis pilularis ssp. consanguinea,24,21,11,6,0,0,0,yes,"Small, growing against congrete wall",5/13/2021 12:28:50 AM,rstrait_UCSDOnline,5/13/2021 12:29:11 AM,rstrait_UCSDOnline,-117.23243895929,32.9058518261024
514,6c5750e7-d18b-4ac9-ab6c-b126048acebb,5/13/2021 12:40:00 AM,In middle of trail,Baccharis pilularis ssp. pilularis,19.4,37.75,15.5,0,0,0,3,no,All three gnoroschema baccharisella galls are in very close proximity (within 6cm),5/13/2021 12:45:29 AM,rstrait_UCSDOnline,5/13/2021 12:45:29 AM,rstrait_UCSDOnline,-117.241522343938,32.9154192656585
515,40a998fe-56ee-4813-87c9-5218e7654366,5/14/2021 12:34:00 AM,Located on the campus of UC San Diego along Hopkins Ln. between Gielsel library and the Fireside lounge. Located amongst a dense amount of native dense species,Baccharis pilularis ssp. pilularis,140,180,90,7,3,0,0,yes,,5/14/2021 12:37:58 AM,ncirrito_UCSDOnline,5/14/2021 12:37:58 AM,ncirrito_UCSDOnline,-117.238515288275,32.8824939524393
516,549902d8-725c-42ff-850a-86a8806da578,5/14/2021 12:40:00 AM,Located on the campus of UC San Diego along Hopkins Ln. between Gielsel library and the Fireside lounge. Located amongst a dense amount of native dense species,Baccharis pilularis ssp. consanguinea,40,52,30,0,0,0,0,no,,5/14/2021 12:40:52 AM,ncirrito_UCSDOnline,5/14/2021 12:40:52 AM,ncirrito_UCSDOnline,-117.238266654884,32.8823829055802
517,3ccf35b0-4d70-410a-8c4b-e38aaa693446,5/14/2021 12:50:00 AM,Located on the campus of UC San Diego along Hopkins Ln. between Gielsel library and the Fireside lounge. Located amongst a dense amount of native dense species,Baccharis pilularis ssp. consanguinea,150,230,140,0,3,0,1,no,,5/14/2021 12:51:36 AM,ncirrito_UCSDOnline,5/14/2021 12:51:36 AM,ncirrito_UCSDOnline,-117.238224073788,32.8823705232253
518,503e6758-10f0-4eb1-8049-035dcc1231d5,5/14/2021 12:52:00 AM,Located on the campus of UC San Diego along Hopkins Ln. between Gielsel library and the Fireside lounge. Located amongst a dense amount of native dense species ,Baccharis pilularis ssp. consanguinea,140,30,28,0,2,0,2,no,,5/14/2021 12:53:14 AM,ncirrito_UCSDOnline,5/14/2021 12:53:14 AM,ncirrito_UCSDOnline,-117.238553095628,32.8824789522601
519,ba2cd05f-326a-4e73-850d-ee71be1d5a40,5/14/2021 12:53:00 AM,Located on the campus of UC San Diego along Hopkins Ln. between Gielsel library and the Fireside lounge. Located amongst a dense amount of native dense species ,Baccharis pilularis ssp. consanguinea,135,125,120,4,7,0,0,no,,5/14/2021 12:54:25 AM,ncirrito_UCSDOnline,5/14/2021 12:54:25 AM,ncirrito_UCSDOnline,-117.238400488242,32.8824528259286
520,879df92c-6c7d-4d17-9667-1a1a484d31cf,5/14/2021 3:28:00 AM,Short and upright shrub found growing right next to path on a very steep trail. Very sparse in leaves.,Baccharis pilularis ssp. pilularis,86,60,49,2,1,3,0,no,,5/14/2021 3:33:12 AM,j3swanso_UCSDOnline,5/14/2021 3:33:12 AM,j3swanso_UCSDOnline,-117.22974593762,32.8544994257696
521,bdddbed4-2af2-4f1d-8e4c-7d5ac6abdceb,5/14/2021 3:33:00 AM,Shorter shrub growing on uneven terrain at a slight angle. Shrub is growing next to the path and has more galls than any other shrub I’ve seen thus far.,Baccharis pilularis ssp. pilularis,94,91,47,30,15,0,0,no,,5/14/2021 3:38:20 AM,j3swanso_UCSDOnline,5/14/2021 3:38:20 AM,j3swanso_UCSDOnline,-117.229713834931,32.8544682869994
522,afd98ba5-e416-4d5b-ae16-ffc9b8ade093,5/14/2021 3:38:00 AM,Small-to-medium shrub found growing on a slope along the path. Shrub slightly wilted/dry-looking. ,Baccharis pilularis ssp. pilularis,104,98,48.5,7,5,6,1,no,,5/14/2021 3:44:04 AM,j3swanso_UCSDOnline,5/14/2021 3:44:04 AM,j3swanso_UCSDOnline,-117.229735795518,32.8544487152555
523,7863de53-1d31-4219-8bc5-ec16fe44f184,5/14/2021 3:44:00 AM,Very short and skinny shrub spotted growing a foot away from the path. Shrub appears to be growing alongside a number of other shrubs of the same species. ,Baccharis pilularis ssp. pilularis,66,38,35,10,5,0,1,no,,5/14/2021 3:48:16 AM,j3swanso_UCSDOnline,5/14/2021 3:48:16 AM,j3swanso_UCSDOnline,-117.229661950951,32.8544652276047
524,90892912-b51f-4087-824d-d7226096c7e7,5/14/2021 3:48:00 AM,Teeny young shrub growing a few inches away from the path. Shrub is growing amongst many brown pine needles as well as other similar shrubs. ,Baccharis pilularis ssp. pilularis,34,29,21,1,4,0,0,no,,5/14/2021 3:52:03 AM,j3swanso_UCSDOnline,5/14/2021 3:52:03 AM,j3swanso_UCSDOnline,-117.22964384604,32.8544470388748
525,dec3227b-bbf3-4d56-bfb0-7b5ff4f28b73,5/14/2021 3:52:00 AM,"Small-to-medium-sized shrub growing alongside the path on a downward slope. Shrub is growing nearby other similar shrubs, weeds, and dead pine needles. ",Baccharis pilularis ssp. pilularis,77,46,35,3,5,8,0,no,,5/14/2021 3:56:40 AM,j3swanso_UCSDOnline,5/14/2021 3:56:40 AM,j3swanso_UCSDOnline,-117.229679050033,32.8544234438174
526,f963bafd-a604-45d4-8542-993e4671ac3f,5/14/2021 3:56:00 AM,Small and thick shrub growing on a somewhat small slope next to the dirt path. Shrub is growing adjacent to wild yellow mustard but is a few feet away from similar shrubs of its own kind. ,Baccharis pilularis ssp. pilularis,71,77,39,2,3,1,0,no,,5/14/2021 4:02:24 AM,j3swanso_UCSDOnline,5/14/2021 4:02:24 AM,j3swanso_UCSDOnline,-117.229694640373,32.8544159839236
527,0f5928f5-1e11-4695-a967-ee00101df763,5/14/2021 4:06:00 AM,Very tiny shrub growing on the side of a hill near the sidewalk. Shrub is growing amongst pine needles and a few smaller shrubs of its own kind. ,Baccharis pilularis ssp. pilularis,37,18,17,1,4,0,1,no,,5/14/2021 4:09:34 AM,j3swanso_UCSDOnline,5/14/2021 4:09:34 AM,j3swanso_UCSDOnline,-117.22991131257,32.8544072248348
528,90ae5084-06c8-4578-b9d7-32458fc5146b,5/14/2021 4:09:00 AM,Small shrub growing on top of a couple of white pipes on the side of a small hill a few feet away from the sidewalk. Shrub appears very young. ,Baccharis pilularis ssp. pilularis,46,21,18,3,3,2,0,no,,5/14/2021 4:13:02 AM,j3swanso_UCSDOnline,5/14/2021 4:13:02 AM,j3swanso_UCSDOnline,-117.229887256508,32.8543679975279
529,c38c3d26-44cf-4c73-87aa-35cbb9fcee56,5/14/2021 4:13:00 AM,Very small shrub growing to the right of a white pipe in the ground. Shrub is growing on a downward slope and appears to be leaning slightly to the left. ,Baccharis pilularis ssp. pilularis,25,12,10,2,1,0,0,no,,5/14/2021 4:14:59 AM,j3swanso_UCSDOnline,5/14/2021 4:14:59 AM,j3swanso_UCSDOnline,-117.22988884907,32.8543488448792
530,12c476d3-a629-41e5-b948-c349de416510,5/14/2021 4:15:00 AM,Small clump-like shrub growing on the side of a hill next to an even smaller shrub a few feet away from the sidewalk. Shrub appears to be very young.,Baccharis pilularis ssp. pilularis,23,20,15,2,1,0,0,no,,5/14/2021 4:18:20 AM,j3swanso_UCSDOnline,5/14/2021 4:18:20 AM,j3swanso_UCSDOnline,-117.229858841856,32.8543942747944
531,988b859b-3835-4108-ab6a-488b9a3c22ac,5/14/2021 4:18:00 AM,Small-to-medium-sized shrub growing on a downward slope a few feet away from the sidewalk. Shrub is growing almond other weeds and plant species.,Baccharis pilularis ssp. pilularis,95,80,17,6,4,0,1,no,,5/14/2021 4:23:52 AM,j3swanso_UCSDOnline,5/14/2021 4:23:52 AM,j3swanso_UCSDOnline,-117.229896979516,32.8544177022137
532,25e11779-1c96-4f45-a9d8-bd403ccc8363,5/14/2021 4:24:00 AM,Small shrub growing upright on a slight downward slope a couple feet away from the sidewalk. Shrub is growing near much bigger and smaller shrubs of the same species as well as a bunch of wild mustard.,Baccharis pilularis ssp. pilularis,64,23,30,2,4,0,0,no,,5/14/2021 4:27:43 AM,j3swanso_UCSDOnline,5/14/2021 4:27:43 AM,j3swanso_UCSDOnline,-117.229427341481,32.8546587238394
533,b0fdd6a1-5e3a-4648-b7f3-21c2df2b74be,5/14/2021 4:27:00 AM,Medium-sized shrub growing on even terrain inches away from the sidewalk. There are many other larger shrubs of the same species growing all around this shrub as well. ,Baccharis pilularis ssp. pilularis,106,110,83,2,3,0,1,no,,5/14/2021 4:31:52 AM,j3swanso_UCSDOnline,5/14/2021 4:31:52 AM,j3swanso_UCSDOnline,-117.229493307059,32.8545838315346
534,0f0371dc-f868-4b70-872b-80c6cbf150f6,5/14/2021 8:33:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,11,73,45,1,0,0,0,no,,5/14/2021 8:35:09 PM,nmorrow_UCSDOnline,5/14/2021 8:35:09 PM,nmorrow_UCSDOnline,-117.243666937684,32.8786092158713
535,4100735b-92ce-40cb-8418-9a2c2937ee2b,5/14/2021 8:35:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,52,45,0,0,0,0,yes,,5/14/2021 8:36:37 PM,nmorrow_UCSDOnline,5/14/2021 8:36:37 PM,nmorrow_UCSDOnline,-117.243659896885,32.8785649594226
536,78d98c70-8b21-4dc7-8e8d-f455c82e6a28,5/14/2021 8:36:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,9,76,51,0,0,0,0,no,,5/14/2021 8:38:08 PM,nmorrow_UCSDOnline,5/14/2021 8:38:08 PM,nmorrow_UCSDOnline,-117.24371572036,32.8785914043271
537,c2931e9c-0aed-4b71-b9d1-8774d7c90161,5/14/2021 8:38:00 PM,Shrub was found planted in bio swell along Scholars Dr. S and N Torrey Pines Lane. Shrubs were planted recently.,Baccharis pilularis ssp. pilularis,13,56,26,0,0,0,0,yes,,5/14/2021 8:39:17 PM,nmorrow_UCSDOnline,5/14/2021 8:39:17 PM,nmorrow_UCSDOnline,-117.243683366214,32.8786382591658
